Component,contributor,dataset_id,dataset_name,dataset_type,num_items,metadata_check,upload_date,release_date,released_destinations,scheduled_release_date,released,status,dataset_size,governance_compliance
DataFlow,Novel Treatments for Cutaneous Neurofibroma,syn51364193,Trial 3 Patient Reported Outcomes,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Novel Treatments for Cutaneous Neurofibroma,syn51364194,Trial 3 pain scores,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Novel Treatments for Cutaneous Neurofibroma,syn51364195,Trial 3 histology,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Standardizing the qualitative and quantitative analysis of cutNF in NF1-KO mice and exploring drugs targeting tumor cells and their microenvironment in this model,syn51471543,Analysis,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Standardizing the qualitative and quantitative analysis of cutNF in NF1-KO mice and exploring drugs targeting tumor cells and their microenvironment in this model,syn51667226,Raw Data,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Standardizing the qualitative and quantitative analysis of cutNF in NF1-KO mice and exploring drugs targeting tumor cells and their microenvironment in this model,syn51667227,Results Macroscopic and IHC Analysis,ImagingAssayTemplate,5,FALSE,,,,,FALSE,,,FALSE
DataFlow,Standardizing the qualitative and quantitative analysis of cutNF in NF1-KO mice and exploring drugs targeting tumor cells and their microenvironment in this model,syn53162872,Imaging,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Standardizing the qualitative and quantitative analysis of cutNF in NF1-KO mice and exploring drugs targeting tumor cells and their microenvironment in this model,syn53162873,FACS,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664335,cell viability- HSP90i,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664336,cell viability - HSP90i + Selumetinib,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664337,cell viability - alt HSP90i,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664338,cell viability of other drugs,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664339,cell viability - mouse model embryos - HSP90i,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664340,cell viability - mouse model embryos - combination screen,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664341,survival - PN allograft,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664342,tumor measurements - PN allografts - HSP90i + combination,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664343,Histology - HSP90i,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664344,tumor measurement 6 week old,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Targeting the stem-like cells in Plexiform Neurofibromas,syn51664345,histology - Combination,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Effectiveness of a Telehealth Group for Improving Peer Relationships for Adolescents with Neurofibromatosis Type 1,syn52506034,Intake,ClinicalAssayTemplate,9,FALSE,,,,,FALSE,,,FALSE
DataFlow,Effectiveness of a Telehealth Group for Improving Peer Relationships for Adolescents with Neurofibromatosis Type 1,syn52506035,Outcome Data,ClinicalAssayTemplate,5,FALSE,,,,,FALSE,,,FALSE
DataFlow,Effectiveness of a Telehealth Group for Improving Peer Relationships for Adolescents with Neurofibromatosis Type 1,syn52953860,Codebook,ClinicalAssayTemplate,1,FALSE,,,,,FALSE,,,FALSE
DataFlow,Bromodomain Inhibitors to Prevent Development of Resistance to Targeted Kinase Inhibitors in Schwannomas,syn51907743,RNA-seq,RNASeqTemplate,89,FALSE,,,,,FALSE,,,FALSE
DataFlow,Leveraging a Precision Medicine Platform to Predict Novel Therapies for Malignant Peripheral Nerve Sheath Tumors,syn52369034,PDXMT-Drug,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Leveraging a Precision Medicine Platform to Predict Novel Therapies for Malignant Peripheral Nerve Sheath Tumors,syn52369035,PDX-MT RNASeq,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Leveraging a Precision Medicine Platform to Predict Novel Therapies for Malignant Peripheral Nerve Sheath Tumors,syn52369036,proteomics,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Leveraging a Precision Medicine Platform to Predict Novel Therapies for Malignant Peripheral Nerve Sheath Tumors,syn52369037,immunoblotting results,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Leveraging a Precision Medicine Platform to Predict Novel Therapies for Malignant Peripheral Nerve Sheath Tumors,syn52369038,PDX RNASeq,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Leveraging a Precision Medicine Platform to Predict Novel Therapies for Malignant Peripheral Nerve Sheath Tumors,syn52369039,WES of PDX,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Leveraging a Precision Medicine Platform to Predict Novel Therapies for Malignant Peripheral Nerve Sheath Tumors,syn52369040,PDX-MT drug combinations,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Leveraging a Precision Medicine Platform to Predict Novel Therapies for Malignant Peripheral Nerve Sheath Tumors,syn52369041,PDX global and phospho proteomics,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Leveraging a Precision Medicine Platform to Predict Novel Therapies for Malignant Peripheral Nerve Sheath Tumors,syn52369042,PDX drug combination studies,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Identification of drugs targeting epigenetic regulators in an iPSC-based 3D MPNST model,syn52396696,MIPE600_MPNST,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Risk factors and characteristics of NF1-associated cancer,syn52396766,Multiple cancers,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Risk factors and characteristics of NF1-associated cancer,syn52396767,Family history of cancer,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Risk factors and characteristics of NF1-associated cancer,syn52396768,Characteristics of NF1-associated breast cancer,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Investigating the link between sensory and social deficits in a Drosophila model of Neurofibromatosis type I,syn52399594,Behavior Data,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Investigating the link between sensory and social deficits in a Drosophila model of Neurofibromatosis type I,syn52399595,Ca2+ Imaging,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Development of Nanobody-decorated Bacterial Outer Membrane Vesicles for Schwannoma Immunotherapy,syn52399628,"Tumor growth, survival assay",,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Development of Nanobody-decorated Bacterial Outer Membrane Vesicles for Schwannoma Immunotherapy,syn52399629,Immune cell response,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Co-Targeting HMGB1 and EGF signaling for the treatment of NF2 and associated hearing loss,syn52676855,Macrophage-NLRP3,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Co-Targeting HMGB1 and EGF signaling for the treatment of NF2 and associated hearing loss,syn52676856,Macrophage-cytokine,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Co-Targeting HMGB1 and EGF signaling for the treatment of NF2 and associated hearing loss,syn52676857,HMGB1-Hearing markers,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Co-Targeting HMGB1 and EGF signaling for the treatment of NF2 and associated hearing loss,syn52676858,NLRP3-cytokine,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Co-Targeting HMGB1 and EGF signaling for the treatment of NF2 and associated hearing loss,syn52676859,EGFRi survival data,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Co-Targeting HMGB1 and EGF signaling for the treatment of NF2 and associated hearing loss,syn52676860,Combination of HMGBi and EGFRi,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677050,Focus Group Guide,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677051,Transcripts Focus Groups - Milestone 2,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677052,Transcript Focus Groups - Milestone 3,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677053,Focus Group Demographics - Milestone 3,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677054,Cognitive Interview Guide,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677055,Cognitive Interview Transcripts - Milestone 4,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677056,Cognitive Interview Demographics - Milestone 4,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677057,Demographic Survey Data Demographics - Milestone 6,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677058,Skindex-16,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677059,FACE-Q Appearance-related Distress,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677060,Children's Dermatology Life Quality Index - Milestone 6,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677061,PROMIS Cognitive Function - Milestone 6,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Assessment of Tumor-Related Disfigurement and Appearance Concerns in Neurofibromatosis Type 1,syn52677062,cNF-skindex,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Mechanisms of MPNST Metastasis,syn52781880,In vitro metastasic phenotype data,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Mechanisms of MPNST Metastasis,syn52781882,In vitro tumor growth data,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Uncovering the molecular landscape of cutaneous neurofibromas,syn53072193,RNA-seq Batch 1,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Uncovering the molecular landscape of cutaneous neurofibromas,syn53072194,Clinical variable table Batch 1,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Uncovering the molecular landscape of cutaneous neurofibromas,syn53072195,Single-cell RNA-seq raw data,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Uncovering the molecular landscape of cutaneous neurofibromas,syn53072196,Single-cell sample clinical variables,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Uncovering the molecular landscape of cutaneous neurofibromas,syn53072197,Single cell RNA-seq processed data,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Exploiting Aneuploidy in NF1-MPNST - Prognostication and Understanding Pathogenesis,syn53128824,Whole Genome Sequencing,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Exploiting Aneuploidy in NF1-MPNST - Prognostication and Understanding Pathogenesis,syn53128825,single cell RNA-seq fastq files,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Exploiting Aneuploidy in NF1-MPNST - Prognostication and Understanding Pathogenesis,syn53128826,single cell RNA-seq h5ad files,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Exploiting Aneuploidy in NF1-MPNST - Prognostication and Understanding Pathogenesis,syn53128827,Proteomics,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Exploiting Aneuploidy in NF1-MPNST - Prognostication and Understanding Pathogenesis,syn53128828,in-situ hybridization data,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Tumor-Macrophage Interactions in Schwannoma,syn53130030,HALO analysis,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Tumor-Macrophage Interactions in Schwannoma,syn53130031,EV characterization,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Tumor-Macrophage Interactions in Schwannoma,syn53130033,Flow cytometry,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Demonstrating Clinical Benefit of New Treatments for NF2-related schwannomatosis - Developing A More Comprehensive and Sensitive Measure of Quality of Life for NF2 Clinical Trials,syn53181389,Interviews,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Demonstrating Clinical Benefit of New Treatments for NF2-related schwannomatosis - Developing A More Comprehensive and Sensitive Measure of Quality of Life for NF2 Clinical Trials,syn53181390,Interviews 1,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Demonstrating Clinical Benefit of New Treatments for NF2-related schwannomatosis - Developing A More Comprehensive and Sensitive Measure of Quality of Life for NF2 Clinical Trials,syn53181391,Survey,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Demonstrating Clinical Benefit of New Treatments for NF2-related schwannomatosis - Developing A More Comprehensive and Sensitive Measure of Quality of Life for NF2 Clinical Trials,syn53181392,Clinical Trial,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Dissecting DGCR8 syndrome and the molecular mechanisms driving DGCR8-associated schwannomatosis,syn53183722,Methylation Data,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Dissecting DGCR8 syndrome and the molecular mechanisms driving DGCR8-associated schwannomatosis,syn53183723,RNA-seq,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Dissecting DGCR8 syndrome and the molecular mechanisms driving DGCR8-associated schwannomatosis,syn53183724,microRNA-seq,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,To understand the role of Apelin mediated angiogenesis in NF2 associated tumors,syn53183748,Western Blotting,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,To understand the role of Apelin mediated angiogenesis in NF2 associated tumors,syn53183749,Model generation,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,To understand the role of Apelin mediated angiogenesis in NF2 associated tumors,syn53183750,Model generation 1,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,To understand the role of Apelin mediated angiogenesis in NF2 associated tumors,syn53183751,Tube formation,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,To understand the role of Apelin mediated angiogenesis in NF2 associated tumors,syn53183752,In vivo work,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Translating Basic Research towards Improved Clinical and Therapeutic Approaches,syn53185184,FTI plus lovastatin,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Nanopore-based genomic analysis of minimally invasive biopsies of ANNUBP and MPNST for better diagnostics and management,syn53335638,NanoporeDNAseq,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Nanopore-based genomic analysis of minimally invasive biopsies of ANNUBP and MPNST for better diagnostics and management,syn53335639,NanoporeDNAseq - flowcells subset,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,CENPF as a biomarker and therapeutic target for NF1-associated MPNST,syn53405346,CENPF Patient IHC,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,CENPF as a biomarker and therapeutic target for NF1-associated MPNST,syn53405347,CENPF Patient IHC  1,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,CENPF as a biomarker and therapeutic target for NF1-associated MPNST,syn53405348,Cell Titer Glo MPNST cell lines,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,CENPF as a biomarker and therapeutic target for NF1-associated MPNST,syn53405349,Caspase Glo MPNST cell lines,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Mirdametinib Monotherapy in Adults With Neurofibromatosis 1 (NF1) and Cutaneous Neurofibromas (cNF). (Mirda),syn53480727,REDCap,,,FALSE,,,,,FALSE,,,FALSE
DataFlow,Mirdametinib Monotherapy in Adults With Neurofibromatosis 1 (NF1) and Cutaneous Neurofibromas (cNF). (Mirda),syn53480728,Statistical Analysis,,,FALSE,,,,,FALSE,,,FALSE
